,background,left_ventricle,right_ventricle,left_atrium,right_atrium,myocardium,descending_aorta,pulmonary_trunk,ascending_aorta,vena_cava,auricle,coronary_artery
18,0.99056506,1.0,0.40237927,0.5905968,0.8898416,0.6327461,0.64771974,0.662468,0.09149723,6.4935064e-18,0.007782101,5e-17
19,0.9946032,0.54563427,0.633,0.83498687,0.8665211,0.8970731,0.9701087,0.5773121,0.27651218,2.2222222e-17,1.7857144e-17,1.1494253e-17
20,0.99134535,0.78002495,0.46427667,0.35736513,0.85570836,0.83639026,0.9572354,0.47092688,1.0,0.5198468,1.0,6.844627e-19
21,0.9977547,1.0,1.0,1.0,1.0,5.4347826e-18,2.0576132e-18,1.0,1.0,0.004223865,1.0,1.0
22,0.94666904,0.04012036,0.61252594,0.15910965,0.16861582,0.5754239,0.9745763,5.847953e-18,1.0,3.4602076e-18,1.0,1.6393443e-18
23,0.98573124,0.74385566,0.65320516,0.62259704,0.69491595,0.73261786,0.87388986,0.30336136,1.4705882e-17,1.4662757e-18,8.620689e-18,9.345794e-18
24,0.9954382,1.0,1.0,0.53580314,1.0,1.0,0.5721075,0.7719,0.6851504,0.58911633,1.0,1.0
25,0.998904,1.0,1.0,3.703704e-17,1.0,1.0,0.35698923,7.692308e-17,7.0871723e-19,1.0,1.0,1.0
26,0.9664499,1.0,0.061738424,0.2425812,0.61646205,0.4279815,0.6628314,0.62674963,0.54979765,0.67897725,0.3142219,8.3333335e-18
27,0.98612887,0.87571895,0.65131825,0.56714785,0.90308946,0.8164835,0.9157155,0.17688888,3.3333334e-17,2.5e-16,1.1904762e-17,1.1363636e-17
28,0.99739873,1.0,1.0,1.0,1.0,1.0,0.015923567,1.0,1.0,1.5822785e-18,1.0,1.0
29,0.9974943,1.0,1.0,1.0989011e-17,1.6393443e-17,1.0,0.5112665,9.569379e-19,1.0,3.690037e-18,1.0,1.0
30,0.992042,1.0,1.0,8.064516e-18,2.2271716e-18,3.9032006e-19,0.96595746,1.0,1.0,4.1118422e-19,1.0,1.0
31,0.99256486,1.0,1.0,0.38303402,2.886836e-19,1.0,0.8018845,0.63667905,0.7280777,0.19492503,1.0,1.0
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.98630655,1.0,0.5393836,0.54942906,0.9277365,0.4065082,0.74146724,0.73918205,0.8045755,3.7735847e-18,0.38875186,1.0
34,0.96853274,1.0,0.010362694,1.0,6.060606e-18,0.15211613,0.7940473,1.0,1.0,1.0,1.0,1.5748032e-18
35,0.98542064,0.45891017,0.67447144,0.7887659,0.7210096,0.79679847,0.9264264,0.7471396,0.44625852,1.1235955e-17,5.3821313e-19,0.03213095
